Organism ID	Organism Name	Accession	Name	Parent Database	Parent Accession	Parent Name	Accession Gene
9606	Homo sapiens (human)	SRC566418	Keratin, type II cytoskeletal 1	UniProt	P04264	Keratin, type II cytoskeletal 1	KRT1
9606	Homo sapiens (human)	SRC566295	Keratin, type II cytoskeletal 6A	UniProt	P02538	Keratin, type II cytoskeletal 6A	KRT6A
9606	Homo sapiens (human)	SRC566458	Kinesin-like protein KIFC2 	UniProt	Q96AC6	Kinesin-like protein KIFC2	KIFC2
9606	Homo sapiens (human)	SRC566341	Kynureninase	UniProt	Q16719	Kynureninase	KYNU
9606	Homo sapiens (human)	SRC566404	Latexin	UniProt	Q9BS40	Latexin	LXN
9606	Homo sapiens (human)	SRC566514	Leucine-rich repeat serine/threonine-protein kinase 2	UniProt	Q5S007	Leucine-rich repeat serine/threonine-protein kinase 2	LRRK2
9606	Homo sapiens (human)	SRC566329	Leucine-rich repeat-containing protein 63	UniProt	Q05C16	Leucine-rich repeat-containing protein 63	LRRC63
9606	Homo sapiens (human)	SRC566494	Leukocyte immunoglobulin-like receptor subfamily B member 1	UniProt	Q8NHL6	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1
9606	Homo sapiens (human)	SRC566306	Leukocyte immunoglobulin-like receptor subfamily B member 5	UniProt	O75023	Leukocyte immunoglobulin-like receptor subfamily B member 5	LILRB5
9606	Homo sapiens (human)	SRC566332	Leukocyte-associated immunoglobulin-like receptor 1	UniProt	Q6GTX8	Leukocyte-associated immunoglobulin-like receptor 1	LAIR1
9606	Homo sapiens (human)	SRC566287	LIM/homeobox protein Lhx9	UniProt	Q9NQ69	LIM/homeobox protein Lhx9	LHX9
9606	Homo sapiens (human)	SRC566325	Low-density lipoprotein receptor-related protein 1B	UniProt	Q9NZR2	Low-density lipoprotein receptor-related protein 1B	LRP1B
9606	Homo sapiens (human)	SRC607579	Luteinizing hormone choriogonadotropin receptor	UniProt	P22888	Lutropin-choriogonadotropic hormone receptor	LHCGR
9606	Homo sapiens (human)	SRC566461	Lysine-specific demethylase 3B	UniProt	Q7LBC6	Lysine-specific demethylase 3B	KDM3B
9606	Homo sapiens (human)	SRC566318	Lysine--tRNA ligase	UniProt	Q15046	Lysine--tRNA ligase	KARS1
9606	Homo sapiens (human)	SRC566319	Macrophage-stimulating protein receptor	UniProt	Q04912	Macrophage-stimulating protein receptor	MST1R
9606	Homo sapiens (human)	SRC566508	Melanoma-associated antigen B16	UniProt	A2A368	Melanoma-associated antigen B16	MAGEB16
9606	Homo sapiens (human)	SRC566509	Menin	UniProt	O00255	Menin	MEN1
9606	Homo sapiens (human)	SRC566523	Methionine--tRNA ligase, cytoplasmic	UniProt	P56192	Methionine--tRNA ligase, cytoplasmic	MARS1
9606	Homo sapiens (human)	SRC607580	Microtubule-actin cross-linking factor 1 isoform 3	UniProt	Q9UPN3	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5	MACF1
9606	Homo sapiens (human)	SRC566486	Mitochondrial import inner membrane translocase subunit Tim17-A	UniProt	Q99595	Mitochondrial import inner membrane translocase subunit Tim17-A	TIMM17A
9606	Homo sapiens (human)	SRC566495	Mitochondrial ornithine transporter 2	UniProt	Q9BXI2	Mitochondrial ornithine transporter 2	SLC25A2
9606	Homo sapiens (human)	SRC566522	Mitogen-activated protein kinase 9	UniProt	P45984	Mitogen-activated protein kinase 9	MAPK9
9606	Homo sapiens (human)	SRC566312	Mitogen-activated protein kinase kinase kinase 21	UniProt	Q5TCX8	Mitogen-activated protein kinase kinase kinase 21	MAP3K21
9606	Homo sapiens (human)	SRC566491	M-phase inducer phosphatase 1	UniProt	P30304	M-phase inducer phosphatase 1	CDC25A
9606	Homo sapiens (human)	SRC566507	mRNA decay activator protein ZFP36L2	UniProt	P47974	mRNA decay activator protein ZFP36L2	ZFP36L2
9606	Homo sapiens (human)	SRC566489	Mucin-16	UniProt	Q8WXI7	Mucin-16	MUC16
9606	Homo sapiens (human)	SRC566423	Multiple epidermal growth factor-like domains protein 10	UniProt	Q96KG7	Multiple epidermal growth factor-like domains protein 10	MEGF10
9606	Homo sapiens (human)	SRC565606	Muskelin 	UniProt	Q9UL63	Muskelin	MKLN1
9606	Homo sapiens (human)	SRC566456	Myb/SANT-like DNA-binding domain-containing protein 1	UniProt	Q6ZTZ1	Myb/SANT-like DNA-binding domain-containing protein 1	MSANTD1
9606	Homo sapiens (human)	SRC566419	Myomesin-1	UniProt	P52179	Myomesin-1	MYOM1
9606	Homo sapiens (human)	SRC551530	Myristoylated alanine-rich C-kinase substrate	UniProt	P29966	Myristoylated alanine-rich C-kinase substrate	MARCKS
9606	Homo sapiens (human)	SRC566400	Nck-associated protein 5-like	UniProt	Q9HCH0	Nck-associated protein 5-like	NCKAP5L
9606	Homo sapiens (human)	SRC566348	Nebulin-related-anchoring protein	UniProt	Q86VF7	Nebulin-related-anchoring protein	NRAP
9606	Homo sapiens (human)	SRC566313	Neurexin-1	UniProt	Q9ULB1	Neurexin-1	NRXN1
9606	Homo sapiens (human)	SRC566402	Neurite extension and migration factor	UniProt	Q5QGS0	Neurite extension and migration factor	NEXMIF
9606	Homo sapiens (human)	SRC566459	Neuroblast differentiation-associated protein AHNAK	UniProt	Q09666	Neuroblast differentiation-associated protein AHNAK	AHNAK
9606	Homo sapiens (human)	SRC566527	NF-kappa-B inhibitor zeta	UniProt	Q9BYH8	NF-kappa-B inhibitor zeta	NFKBIZ
9606	Homo sapiens (human)	SRC566469	Nuclear autoantigen Sp-100	UniProt	P23497	Nuclear autoantigen Sp-100	SP100
9606	Homo sapiens (human)	SRC566516	Nuclear cap-binding protein subunit 3	UniProt	Q53F19	Nuclear cap-binding protein subunit 3	NCBP3
9606	Homo sapiens (human)	SRC566416	Nuclear factor related to kappa-B-binding protein	UniProt	Q6P4R8	Nuclear factor related to kappa-B-binding protein	NFRKB
9606	Homo sapiens (human)	SRC566424	Nuclear GTPase SLIP-GC	UniProt	Q68CJ6	Nuclear GTPase SLIP-GC	NUGGC
9606	Homo sapiens (human)	SRC566439	Nucleolar protein 7	UniProt	Q9UMY1	Nucleolar protein 7	NOL7
9606	Homo sapiens (human)	SRC566344	Nucleoprotein TPR	UniProt	P12270	Nucleoprotein TPR	TPR
9606	Homo sapiens (human)	SRC566487	Nucleosome assembly protein 1-like 4	UniProt	Q99733	Nucleosome assembly protein 1-like 4	NAP1L4
9606	Homo sapiens (human)	SRC566392	Olfactory receptor 1L8	UniProt	Q8NGR8	Olfactory receptor 1L8	OR1L8
9606	Homo sapiens (human)	SRC566429	Olfactory receptor 4P4	UniProt	Q8NGL7	Olfactory receptor 4P4	OR4P4
9606	Homo sapiens (human)	SRC594717	Outer dense fiber protein 3	UniProt	Q96PU9	Outer dense fiber protein 3	CIMAP1A
9606	Homo sapiens (human)	SRC566394	p21-activated protein kinase-interacting protein 1	UniProt	Q9NWT1	p21-activated protein kinase-interacting protein 1	PAK1IP1
9606	Homo sapiens (human)	SRC551531	Parathyroid hormone-related protein	UniProt	P12272	Parathyroid hormone-related protein	PTHLH
9606	Homo sapiens (human)	SRC566289	PDZ domain-containing protein 2	UniProt	O15018	PDZ domain-containing protein 2	PDZD2
9606	Homo sapiens (human)	SRC594718	Pecanex-like protein 2	UniProt	A6NKB5	Pecanex-like protein 2	PCNX2
9606	Homo sapiens (human)	SRC541542	pentraxin 4	UniProt	Q96A99	Pentraxin-4	PTX4
9606	Homo sapiens (human)	SRC566334	Peptidyl-prolyl cis-trans isomerase FKBP3	UniProt	Q00688	Peptidyl-prolyl cis-trans isomerase FKBP3	FKBP3
9606	Homo sapiens (human)	SRC566420	Peroxidasin homolog	UniProt	Q92626	Peroxidasin homolog	PXDN
9606	Homo sapiens (human)	SRC566478	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	UniProt	P60484	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	PTEN
9606	Homo sapiens (human)	SRC566464	Plakophilin-3	UniProt	Q9Y446	Plakophilin-3	PKP3
9606	Homo sapiens (human)	SRC566401	Pleckstrin homology-like domain family B member 2	UniProt	Q86SQ0	Pleckstrin homology-like domain family B member 2	PHLDB2
9606	Homo sapiens (human)	SRC566515	Polyserase-2	UniProt	Q5K4E3	Polyserase-2	PRSS36
9606	Homo sapiens (human)	SRC566499	Pre-mRNA-processing-splicing factor 8	UniProt	Q6P2Q9	Pre-mRNA-processing-splicing factor 8	PRPF8
9606	Homo sapiens (human)	SRC566363	Probable ATP-dependent RNA helicase DDX60	UniProt	Q8IY21	Probable ATP-dependent RNA helicase DDX60	DDX60
9606	Homo sapiens (human)	SRC566395	Probable G-protein coupled receptor 63	UniProt	Q9BZJ6	Probable G-protein coupled receptor 63	GPR63
9606	Homo sapiens (human)	SRC594728	Probable ubiquitin carboxyl-terminal hydrolase MINDY-4	UniProt	Q4G0A6	Probable ubiquitin carboxyl-terminal hydrolase MINDY-4	MINDY4
9606	Homo sapiens (human)	SRC551537	Protein asteroid homolog 1	UniProt	Q2TB18	Protein asteroid homolog 1	ASTE1
9606	Homo sapiens (human)	SRC551536	Protein BANP	UniProt	Q8N9N5	Protein BANP	BANP
9606	Homo sapiens (human)	SRC566443	Protein bicaudal C homolog 1	UniProt	Q9H694	Protein bicaudal C homolog 1	BICC1
9606	Homo sapiens (human)	SRC566445	Protein O-mannosyl-transferase TMTC1	UniProt	Q8IUR5	Protein O-mannosyl-transferase TMTC1	TMTC1
9606	Homo sapiens (human)	SRC566316	Protein prune homolog 2	UniProt	Q8WUY3	Protein prune homolog 2	PRUNE2
9606	Homo sapiens (human)	SRC566335	Protein transport protein SEC23B	UniProt	Q15437	Protein transport protein Sec23B	SEC23B
9606	Homo sapiens (human)	SRC566453	Protein YIPF2	UniProt	Q9BWQ6	Protein YIPF2	YIPF2
9606	Homo sapiens (human)	SRC566397	Protein-tyrosine kinase 2-beta	UniProt	Q14289	Protein-tyrosine kinase 2-beta	PTK2B
9606	Homo sapiens (human)	SRC566310	PTB domain-containing engulfment adapter protein 1	UniProt	Q9UBP9	PTB domain-containing engulfment adapter protein 1	GULP1
9606	Homo sapiens (human)	SRC566356	Putative E3 ubiquitin-protein ligase UBR7	UniProt	Q8N806	Putative E3 ubiquitin-protein ligase UBR7	UBR7
9606	Homo sapiens (human)	SRC566490	Putative sodium-coupled neutral amino acid transporter 11	UniProt	Q08AI6	Putative sodium-coupled neutral amino acid transporter 11	SLC38A11
9606	Homo sapiens (human)	SRC551539	Putative uncharacterized protein encoded by LINC00615	UniProt	Q96LM1	Putative uncharacterized protein encoded by LINC00615	LINC00615
9606	Homo sapiens (human)	SRC551532	Putative uncharacterized protein GAFA-1	UniProt	Q96PS6	Putative uncharacterized protein GAFA-1	GAFA1
9606	Homo sapiens (human)	SRC566309	Ras-related protein Rab-3B	UniProt	P20337	Ras-related protein Rab-3B	RAB3B
9606	Homo sapiens (human)	SRC566303	Ras-specific guanine nucleotide-releasing factor RalGPS1	UniProt	Q5JS13	Ras-specific guanine nucleotide-releasing factor RalGPS1	RALGPS1
9606	Homo sapiens (human)	SRC558006	Rho GTPase-activating protein 11A	UniProt	Q6P4F7	Rho GTPase-activating protein 11A	ARHGAP11A
9606	Homo sapiens (human)	SRC566446	Rho GTPase-activating protein 17	UniProt	Q68EM7	Rho GTPase-activating protein 17	ARHGAP17
9606	Homo sapiens (human)	SRC566428	Rho GTPase-activating protein 24	UniProt	Q8N264	Rho GTPase-activating protein 24	ARHGAP24
9606	Homo sapiens (human)	SRC566421	Ribokinase	UniProt	Q9H477	Ribokinase	RBKS
9606	Homo sapiens (human)	SRC566330	RNA polymerase-associated protein RTF1 homolog	UniProt	Q92541	RNA polymerase-associated protein RTF1 homolog	RTF1
9606	Homo sapiens (human)	SRC566512	RNA-binding protein 12B	UniProt	Q8IXT5	RNA-binding protein 12B	RBM12B
9606	Homo sapiens (human)	SRC586142	RNA-binding protein 25	UniProt	P49756	RNA-binding protein 25	RBM25
9606	Homo sapiens (human)	SRC566300	RUS family member 1	UniProt	Q96GQ5	RUS family member 1	RUSF1
9606	Homo sapiens (human)	SRC566342	SAM domain-containing protein SAMSN-1	UniProt	Q9NSI8	SAM domain-containing protein SAMSN-1	SAMSN1
9606	Homo sapiens (human)	SRC566506	Schlafen family member 14	UniProt	P0C7P3	Protein SLFN14	SLFN14
9606	Homo sapiens (human)	SRC594739	Serine hydroxymethyltransferase, mitochondrial	UniProt	P34897	Serine hydroxymethyltransferase, mitochondrial	SHMT2
9606	Homo sapiens (human)	SRC566347	Serine protease inhibitor Kazal-type 5	UniProt	Q9NQ38	Serine protease inhibitor Kazal-type 5	SPINK5
9606	Homo sapiens (human)	SRC551538	SMAD5 antisense gene protein 1	UniProt	Q9Y6J3	SMAD5 antisense gene protein 1	SMAD5-AS1
9606	Homo sapiens (human)	SRC586145	SMG5 nonsense mediated mRNA decay factor	UniProt	Q9UPR3	Nonsense-mediated mRNA decay factor SMG5	SMG5
9606	Homo sapiens (human)	SRC566331	Sodium channel protein type 4 subunit alpha	UniProt	P35499	Sodium channel protein type 4 subunit alpha	SCN4A
9606	Homo sapiens (human)	SRC551533	Solute carrier family 22 member 9	UniProt	Q8IVM8	Solute carrier family 22 member 9	SLC22A9
9606	Homo sapiens (human)	SRC549760	solute carrier family 35 member G2	UniProt	Q8TBE7	Solute carrier family 35 member G2	SLC35G2
9606	Homo sapiens (human)	SRC549078	Sorting nexin 11	UniProt	Q9Y5W9	Sorting nexin-11	SNX11
9606	Homo sapiens (human)	SRC594581	sperm associated antigen 16	UniProt	Q8N0X2	Sperm-associated antigen 16 protein	SPAG16
9606	Homo sapiens (human)	SRC566530	Spermatogenesis-associated protein 31D1	UniProt	Q6ZQQ2	Spermatogenesis-associated protein 31D1	SPATA31D1
9606	Homo sapiens (human)	SRC566333	Splicing factor 3B subunit 2	UniProt	Q13435	Splicing factor 3B subunit 2	SF3B2
9606	Homo sapiens (human)	SRC566431	Stomatin	UniProt	P27105	Stomatin	STOM
9606	Homo sapiens (human)	SRC594721	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	UniProt	Q4LDE5	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 	SVEP1
9606	Homo sapiens (human)	SRC566513	Syntaxin-5	UniProt	Q13190	Syntaxin-5	STX5
9606	Homo sapiens (human)	SRC594732	T cell receptor delta constant	UniProt	B7Z8K6	T cell receptor delta constant	TRDC
9606	Homo sapiens (human)	SRC566524	TBC1 domain family member 10B	UniProt	Q4KMP7	TBC1 domain family member 10B	TBC1D10B
9606	Homo sapiens (human)	SRC566425	TBC1 domain family member 8B	UniProt	Q0IIM8	TBC1 domain family member 8B	TBC1D8B
9606	Homo sapiens (human)	SRC566337	T-box transcription factor TBX3	UniProt	O15119	T-box transcription factor TBX3	TBX3
9606	Homo sapiens (human)	SRC566399	Terminal uridylyltransferase 4	UniProt	Q5TAX3	Terminal uridylyltransferase 4	TUT4
9606	Homo sapiens (human)	SRC566405	Testis- and ovary-specific PAZ domain-containing protein 1	UniProt	Q8N9V7	Protein TOPAZ1	TOPAZ1
9606	Homo sapiens (human)	SRC566311	THUMP domain-containing protein 2	UniProt	Q9BTF0	THUMP domain-containing protein 2	THUMPD2
9606	Homo sapiens (human)	SRC566361	Tight junction protein ZO-3	UniProt	O95049	Tight junction protein ZO-3	TJP3
9606	Homo sapiens (human)	SRC566518	Titin	UniProt	Q8WZ42	Titin	TTN
9606	Homo sapiens (human)	SRC566450	TNF receptor-associated factor 2, isoform CRA_b	UniProt	Q12933	TNF receptor-associated factor 2	TRAF2
9606	Homo sapiens (human)	SRC566498	Transcription factor 7-like 2	UniProt	Q9NQB0	Transcription factor 7-like 2	TCF7L2
9606	Homo sapiens (human)	SRC566323	Transcription factor SOX-9	UniProt	P48436	Transcription factor SOX-9	SOX9
9606	Homo sapiens (human)	SRC566409	Transcription intermediary factor 1-alpha	UniProt	O15164	Transcription intermediary factor 1-alpha	TRIM24
9606	Homo sapiens (human)	SRC566317	Transcription termination factor 2, mitochondrial	UniProt	Q49AM1	Transcription termination factor 2, mitochondrial	MTERF2
9606	Homo sapiens (human)	SRC566364	Transcriptional-regulating factor 1	UniProt	Q96PN7	Transcriptional-regulating factor 1	TRERF1
9606	Homo sapiens (human)	SRC550094	transforming growth factor, beta receptor II	UniProt	P37173	TGF-beta receptor type-2	TGFBR2
9606	Homo sapiens (human)	SRC594724	Transmembrane 9 superfamily member 2	UniProt	Q99805	Transmembrane 9 superfamily member 2	TM9SF2
9606	Homo sapiens (human)	SRC566343	Transmembrane emp24 domain-containing protein 7	UniProt	Q9Y3B3	Transmembrane emp24 domain-containing protein 7	TMED7
9606	Homo sapiens (human)	SRC566351	Trimethylguanosine synthase	UniProt	Q96RS0	Trimethylguanosine synthase	TGS1
9606	Homo sapiens (human)	SRC566472	TRMT1-like protein	UniProt	Q7Z2T5	TRMT1-like protein	TRMT1L
9606	Homo sapiens (human)	SRC566406	TRPM8 channel-associated factor 2	UniProt	A6NFQ2	TRPM8 channel-associated factor 2	TCAF2
9606	Homo sapiens (human)	SRC566393	Tyrosine-protein phosphatase non-receptor type 4	UniProt	P29074	Tyrosine-protein phosphatase non-receptor type 4	PTPN4
9606	Homo sapiens (human)	SRC566462	Tyrosyl-DNA phosphodiesterase 2	UniProt	O95551	Tyrosyl-DNA phosphodiesterase 2	TDP2
9606	Homo sapiens (human)	SRC566467	Ubinuclein-2	UniProt	Q6ZU65	Ubinuclein-2	UBN2
9606	Homo sapiens (human)	SRC566377	Ubiquitin carboxyl-terminal hydrolase 6	UniProt	P35125	Ubiquitin carboxyl-terminal hydrolase 6	USP6
9606	Homo sapiens (human)	SRC566320	UDP-glucuronosyltransferase 2A3	UniProt	Q6UWM9	UDP-glucuronosyltransferase 2A3	UGT2A3
9606	Homo sapiens (human)	SRC566302	Uncharacterized protein KIAA2012	UniProt	Q0VF49	Uncharacterized protein KIAA2012	KIAA2012
9606	Homo sapiens (human)	SRC566294	Unconventional myosin-VIIa	UniProt	Q13402	Unconventional myosin-VIIa	MYO7A
9606	Homo sapiens (human)	SRC566485	von Willebrand factor D and EGF domain-containing protein	UniProt	Q8N2E2	von Willebrand factor D and EGF domain-containing protein	VWDE
9606	Homo sapiens (human)	SRC566427	VPS10 domain-containing receptor SorCS2	UniProt	Q96PQ0	VPS10 domain-containing receptor SorCS2	SORCS2
9606	Homo sapiens (human)	SRC566338	Xin actin-binding repeat-containing protein 2	UniProt	A4UGR9	Xin actin-binding repeat-containing protein 2	XIRP2
9606	Homo sapiens (human)	SRC566346	Zinc finger and BTB domain-containing protein 49	UniProt	Q6ZSB9	Zinc finger and BTB domain-containing protein 49	ZBTB49
9606	Homo sapiens (human)	SRC565610	Zinc finger C4H2 domain containing protein	UniProt	Q9NQZ6	Zinc finger C4H2 domain-containing protein	ZC4H2
9606	Homo sapiens (human)	SRC594722	Zinc finger CCCH domain-containing protein 7B	UniProt	Q9UGR2	Zinc finger CCCH domain-containing protein 7B	ZC3H7B
9606	Homo sapiens (human)	SRC566529	Zinc finger protein 283	UniProt	Q8N7M2	Zinc finger protein 283	ZNF283
9606	Homo sapiens (human)	SRC566352	Zinc finger protein 37 homolog	UniProt	Q9Y6Q3	Zinc finger protein 37 homolog	ZFP37
9606	Homo sapiens (human)	SRC566482	Zinc finger protein 42 homolog	UniProt	Q96MM3	Zinc finger protein 42 homolog	ZFP42
9606	Homo sapiens (human)	SRC604748	zinc finger protein 423	UniProt	Q2M1K9	Zinc finger protein 423	ZNF423
9606	Homo sapiens (human)	SRC566447	Zinc finger protein 530	UniProt	Q6P9A1	Zinc finger protein 530	ZNF530
9606	Homo sapiens (human)	SRC566517	Zinc finger protein 606	UniProt	Q8WXB4	Zinc finger protein 606	ZNF606
9606	Homo sapiens (human)	SRC566301	Zinc finger protein 716	UniProt	A6NP11	Zinc finger protein 716	ZNF716
9606	Homo sapiens (human)	SRC566375	Zinc finger protein 726	UniProt	A6NNF4	Zinc finger protein 726	ZNF726
9606	Homo sapiens (human)	SRC566365	Zinc finger protein 77	UniProt	Q15935	Zinc finger protein 77	ZNF77
9606	Homo sapiens (human)	SRC566308	ZZ-type zinc finger-containing protein 3	UniProt	Q8IYH5	ZZ-type zinc finger-containing protein 3	ZZZ3
9606	Homo sapiens (human)	SRC588677	ALK and LTK ligand 2	UniProt	Q6UX46	ALK and LTK ligand 2	ALKAL2
9606	Homo sapiens (human)	SRC566818	ATP-dependent RNA helicase DDX48	UniProt	P38919	Eukaryotic initiation factor 4A-III	EIF4A3
9606	Homo sapiens (human)	SRC588678	ATP-dependent RNA helicase TDRD9	UniProt	Q8NDG6	ATP-dependent RNA helicase TDRD9	TDRD9
9606	Homo sapiens (human)	SRC566794	Bone marrow stromal antigen 2	UniProt	Q10589	Bone marrow stromal antigen 2	BST2
9606	Homo sapiens (human)	SRC566783	Broad substrate specificity ATP-binding cassette transporter ABCG2	UniProt	Q9UNQ0	Broad substrate specificity ATP-binding cassette transporter ABCG2	ABCG2
9606	Homo sapiens (human)	SRC549768	C1orf107	UniProt	Q68CQ4	U3 small nucleolar RNA-associated protein 25 homolog	UTP25
9606	Homo sapiens (human)	SRC580046	collagen alpha-3(V) chain preproprotein	UniProt	P25940	Collagen alpha-3(V) chain	COL5A3
9606	Homo sapiens (human)	SRC580044	Complement Factor H	UniProt	P08603	Complement factor H	CFH
9606	Homo sapiens (human)	SRC566816	Dedicator of cytokinesis protein 3	UniProt	Q8IZD9	Dedicator of cytokinesis protein 3	DOCK3
9606	Homo sapiens (human)	SRC566813	Disintegrin and metalloproteinase domain-containing protein 12	UniProt	O43184	Disintegrin and metalloproteinase domain-containing protein 12	ADAM12
9606	Homo sapiens (human)	SRC549446	E1A binding protein P400	UniProt	Q96L91	E1A-binding protein p400	EP400
