Species Key	Species ID	Species Label	Active Taxa	Group	Proteome ID	Proteome Taxon	Proteome Type	Species Name	Proteome Label	Updated
39414-Plantago-lanceolata-ribgrass	39414	Plantago lanceolata (ribgrass)	39414	plant		39414	Orphans	Plantago lanceolata (ribgrass)	Plantago lanceolata	2024-07-15
39483-Faecalitalea-cylindroides	39483	Faecalitalea cylindroides	39483	bacterium	UP000008801	717960	Other	Faecalitalea cylindroides	Faecalitalea cylindroides T2-87	2024-07-15
39486-Dorea-formicigenerans	39486	Dorea formicigenerans	411461	bacterium						2024-07-15
39584-Juniperus-virginiana-red-cedar	39584	Juniperus virginiana (red cedar)	39584	plant		39584	Orphans	Juniperus virginiana (red cedar)	Juniperus virginiana	2024-07-15
39778-Veillonella-dispar	39778	Veillonella dispar	39778	bacterium	UP000003529	546273	Other	Veillonella dispar	Veillonella dispar ATCC 17748	2024-07-15
39803-Qubevirus-durum-Allolevivirus-subgroup-III	39803	Qubevirus durum (Allolevivirus subgroup III)	39803	virus	UP000308315	39803	Representative	Qubevirus durum (Allolevivirus subgroup III)	Escherichia virus Qbeta	2024-07-15
39950-Dialister-pneumosintes	39950	Dialister pneumosintes	39950	bacterium	UP000094757	39950	Other	Dialister pneumosintes	Dialister pneumosintes	2024-07-15
40050-African-horse-sickness-virus	40050	African horse sickness virus	36421, 117204	virus	UP000146235	40050	Representative	African horse sickness virus	African horse sickness virus	2024-07-15
40051-Bluetongue-virus-Bluetongue-virus-group	40051	Bluetongue virus (Bluetongue virus group)	10900, 10903, 10904, 10906, 33717, 33718, 35327, 35329, 35330, 35331, 40051, 45029, 94966, 94967, 197780, 10002006, 10002027, 10002028	virus	UP000114312	45029	Representative	Bluetongue virus (Bluetongue virus group)	Bluetongue virus 16	2024-07-15
40214-Acinetobacter-johnsonii	40214	Acinetobacter johnsonii	40214	bacterium	UP000012047	575586	Other	Acinetobacter johnsonii	Acinetobacter johnsonii SH046	2024-07-15
40216-Acinetobacter-radioresistens	40216	Acinetobacter radioresistens	40216	bacterium	UP000314285	40216	Other	Acinetobacter radioresistens	Acinetobacter radioresistens	2024-07-15
40324-Stenotrophomonas-maltophilia	40324	Stenotrophomonas maltophilia	40324	bacterium	UP000008840	522373	Representative	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia (strain K279a)	2024-07-15
40697-Blomia-tropicalis	40697	Blomia tropicalis	40697	other-eukaryote	UP001142055	40697	Representative	Blomia tropicalis	Blomia tropicalis	2024-07-15
40834-Borrelia-duttonii	40834	Borrelia duttonii	412419	bacterium	UP000019148	1432657	Representative	Borrelia duttonii	Borrelia duttonii CR2A	2024-07-15
41997-Enterococcus-saccharolyticus	41997	Enterococcus saccharolyticus	41997	bacterium	UP000014136	1139996	Representative	Enterococcus saccharolyticus	Enterococcus saccharolyticus subsp. saccharolyticus ATCC 43076	2024-07-15
42097-Isla-Vista-hantavirus-Isla-Vista-virus	42097	Isla Vista hantavirus (Isla Vista virus)	42097	virus		42097	Orphans	Isla Vista hantavirus (Isla Vista virus)	Isla Vista hantavirus	2024-07-15
42229-Prunus-avium-gean	42229	Prunus avium (gean)	42229	plant	UP000515124	42229	Representative	Prunus avium (gean)	Prunus avium	2024-07-15
42345-Phoenix-dactylifera-date-palm	42345	Phoenix dactylifera (date palm)	42345	plant	UP000228380	42345	Representative	Phoenix dactylifera (date palm)	Phoenix dactylifera	2024-07-15
42358-Hantavirus-Monongahela-3	42358	Hantavirus Monongahela-3	42358	virus		42358	Orphans	Hantavirus Monongahela-3	Hantavirus Monongahela-3	2024-07-15
42374-Candida-dubliniensis	42374	Candida dubliniensis	42374	other-eukaryote	UP000002605	573826	Other	Candida dubliniensis	Candida dubliniensis (strain CD36 / ATCC MYA-646 / CBS 7987 / NCPF 3949 / NRRL Y-17841)	2024-07-15
42862-Rickettsia-felis	42862	Rickettsia felis	42862, 315456	bacterium	UP000008548	315456	Other	Rickettsia felis	Rickettsia felis (strain ATCC VR-1525 / URRWXCal2)	2024-07-15
43335-Populus-alba-abele	43335	Populus alba (abele)	43335	plant	UP000309997	43335	Representative	Populus alba (abele)	Populus alba	2024-07-15
43763-Redspotted-grouper-nervous-necrosis-virus-Grouper-nervous-necrosis-virus	43763	Redspotted grouper nervous necrosis virus (Grouper nervous necrosis virus)	43763, 292633	virus	UP000110030	247507	Other	Redspotted grouper nervous necrosis virus (Grouper nervous necrosis virus)	Sevenband grouper nervous necrosis virus	2024-07-15
43765-Corynebacterium-amycolatum	43765	Corynebacterium amycolatum	43765	bacterium	UP000254128	43765	Other	Corynebacterium amycolatum	Corynebacterium amycolatum	2024-07-15
43767-Prescottella-equi	43767	Prescottella equi	43767	bacterium	UP000004245	525370	Representative	Prescottella equi	Prescottella equi ATCC 33707	2024-07-15
44001-Caldicellulosiruptor-saccharolyticus	44001	Caldicellulosiruptor saccharolyticus	351627	bacterium	UP000000256	351627	Other	Caldicellulosiruptor saccharolyticus	Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331)	2024-07-15
44088-Canarypox-virus-Avipoxvirus-clade-B1	44088	Canarypox virus (Avipoxvirus clade B1)	44088	virus	UP000168164	44088	Representative	Canarypox virus (Avipoxvirus clade B1)	Canarypox virus	2024-07-15
44271-Leishmania-chagasi	44271	Leishmania chagasi	44271	other-eukaryote		44271	Orphans	Leishmania chagasi	Leishmania chagasi	2024-07-15
44386-Haemaphysalis-longicornis-longhorned-tick	44386	Haemaphysalis longicornis (longhorned tick)	44386	other-eukaryote	UP000821853	44386	Representative	Haemaphysalis longicornis (longhorned tick)	Haemaphysalis longicornis	2024-07-15
44689-Dictyostelium-discoideum	44689	Dictyostelium discoideum	44689	other-eukaryote	UP000002195	44689	Representative	Dictyostelium discoideum	Dictyostelium discoideum	2024-07-15
45235-Tolypocladium-capitatum	45235	Tolypocladium capitatum	45235	other-eukaryote	UP000236621	45235	Representative	Tolypocladium capitatum	Tolypocladium capitatum	2024-07-15
45617-Human-endogenous-retrovirus-K-HERV-K-provirus	45617	Human endogenous retrovirus K (HERV-K provirus)	45617, 64382	virus		45617	Orphans	Human endogenous retrovirus K (HERV-K provirus)	Human endogenous retrovirus K	2024-07-15
45623-Pelophylax-lessonae-edible-frog	45623	Pelophylax lessonae (edible frog)	45623	vertebrate						2024-07-15
46221-Porcine-circovirus	46221	Porcine circovirus	46221	virus	UP000132454	46221	Representative	Porcine circovirus	Porcine circovirus	2024-07-15
46242-Spodoptera-litura-nucleopolyhedrovirus-Prodenia-litura-nucleopolyhedrovirus	46242	Spodoptera litura nucleopolyhedrovirus (Prodenia litura nucleopolyhedrovirus)	46242	virus	UP000202667	46242	Other	Spodoptera litura nucleopolyhedrovirus (Prodenia litura nucleopolyhedrovirus)	Spodoptera litura multicapsid nucleopolyhedrovirus	2024-07-15
46457-Cycloclasticus-oligotrophus	46457	Cycloclasticus oligotrophus	46457	bacterium		46457	Orphans	Cycloclasticus oligotrophus	Cycloclasticus oligotrophus	2024-07-15
46503-Parabacteroides-merdae	46503	Parabacteroides merdae	46503	bacterium	UP000482671	46503	Other	Parabacteroides merdae	Parabacteroides merdae	2024-07-15
46506-Bacteroides-stercoris	46506	Bacteroides stercoris	46506	bacterium	UP000056419	46506	Representative	Bacteroides stercoris	Bacteroides stercoris	2024-07-15
46681-Entamoeba-dispar	46681	Entamoeba dispar	370354	other-eukaryote	UP000008076	370354	Other	Entamoeba dispar	Entamoeba dispar (strain ATCC PRA-260 / SAW760)	2024-07-15
46771-Simian-virus-12-Baboon-polyomavirus-1	46771	Simian virus 12 (Baboon polyomavirus 1)	46771	virus	UP000130309	46771	Other	Simian virus 12 (Baboon polyomavirus 1)	Simian virus 12	2024-07-15
46835-Fasciola-gigantica	46835	Fasciola gigantica	46835	other-eukaryote	UP000316759	46835	Representative	Fasciola gigantica	Fasciola gigantica	2024-07-15
46920-Rio-Mamore-hantavirus-Rio-Mamore-virus	46920	Rio Mamore hantavirus (Rio Mamore virus)	46920, 379963	virus	UP000125085	46920	Other	Rio Mamore hantavirus (Rio Mamore virus)	Rio Mamore hantavirus	2024-07-15
47000-Equine-rhinitis-A-virus-Equine-Rhinovirus-type-1	47000	Equine rhinitis A virus (Equine Rhinovirus type 1)	47000, 10000835	virus	UP000100919	47000	Other	Equine rhinitis A virus (Equine Rhinovirus type 1)	Equine rhinitis A virus	2024-07-15
47466-Borrelia-miyamotoi	47466	Borrelia miyamotoi	47466	bacterium	UP000015501	1302858	Other	Borrelia miyamotoi	Borrelia miyamotoi LB-2001	2024-07-15
47770-Lactobacillus-crispatus	47770	Lactobacillus crispatus	47770	bacterium	UP000002371	748671	Representative	Lactobacillus crispatus	Lactobacillus crispatus (strain ST1)	2024-07-15
47845-Brachybacterium-alimentarium	47845	Brachybacterium alimentarium	47845	bacterium	UP000218598	47845	Representative	Brachybacterium alimentarium	Brachybacterium alimentarium	2024-07-15
48483-Reclinomonas-americana	48483	Reclinomonas americana	48483	other-eukaryote		48483	Orphans	Reclinomonas americana	Reclinomonas americana	2024-07-15
49011-Hesperocyparis-arizonica	49011	Hesperocyparis arizonica	49011	plant		49011	Orphans	Hesperocyparis arizonica	Hesperocyparis arizonica	2024-07-15
49338-Desulfitobacterium-hafniense	49338	Desulfitobacterium hafniense	272564	bacterium	UP000001946	138119	Representative	Desulfitobacterium hafniense	Desulfitobacterium hafniense (strain Y51)	2024-07-15
51022-Ancylostoma-duodenale	51022	Ancylostoma duodenale	51022	other-eukaryote	UP000054047	51022	Representative	Ancylostoma duodenale	Ancylostoma duodenale	2024-07-15
51031-Necator-americanus-New-World-hookworm	51031	Necator americanus (New World hookworm)	51031	other-eukaryote	UP000053676	51031	Representative	Necator americanus (New World hookworm)	Necator americanus	2024-07-15
51240-Juglans-regia-English-walnut	51240	Juglans regia (English walnut)	51240	plant	UP000235220	51240	Representative	Juglans regia (English walnut)	Juglans regia	2024-07-15
53182-Feline-foamy-virus-Feline-syncytial-virus	53182	Feline foamy virus (Feline syncytial virus)	53182	virus	UP000008763	53182	Other	Feline foamy virus (Feline syncytial virus)	Feline foamy virus	2024-07-15
53326-Ancylostoma-ceylanicum	53326	Ancylostoma ceylanicum	53326	other-eukaryote	UP000024635	53326	Representative	Ancylostoma ceylanicum	Ancylostoma ceylanicum	2024-07-15
53432-Nocardia-uniformis	53432	Nocardia uniformis	96045	bacterium	UP000586827	53432	Representative	Nocardia uniformis	Nocardia uniformis	2024-07-15
54390-Micrurus-corallinus-painted-coral-snake	54390	Micrurus corallinus (painted coral snake)	54390	vertebrate		54390	Orphans	Micrurus corallinus (painted coral snake)	Micrurus corallinus	2024-07-15
54736-Salmonella-bongori	54736	Salmonella bongori	54736	bacterium	UP000000289	218493	Other	Salmonella bongori	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)	2024-07-15
55194-Malassezia-furfur-Pityriasis-Tinea-versicolor-infection-agent	55194	Malassezia furfur (Pityriasis (Tinea) versicolor infection agent)	55194	other-eukaryote		55194	Orphans	Malassezia furfur (Pityriasis (Tinea) versicolor infection agent)	Malassezia furfur	2024-07-15
55513-Pistacia-vera-pistachio	55513	Pistacia vera (pistachio)	55513	plant		55513	Orphans	Pistacia vera (pistachio)	Pistacia vera	2024-07-15
55518-Magnetospirillum-gryphiswaldense	55518	Magnetospirillum gryphiswaldense	431944	bacterium	UP000018922	431944	Representative	Magnetospirillum gryphiswaldense	Magnetospirillum gryphiswaldense (strain DSM 6361 / JCM 21280 / NBRC 15271 / MSR-1)	2024-07-15
55601-Vibrio-anguillarum	55601	Vibrio anguillarum	55601	bacterium	UP000256923	55601	Other	Vibrio anguillarum	Vibrio anguillarum	2024-07-15
55951-Grapevine-leafroll-associated-virus-3-Grape-leafroll-associated-virus-3	55951	Grapevine leafroll-associated virus 3 (Grape leafroll-associated virus-3)	55951	virus	UP000006707	651354	Representative	Grapevine leafroll-associated virus 3 (Grape leafroll-associated virus-3)	Grapevine leafroll-associated virus 3 (isolate United States/NY1)	2024-07-15
56636-Aeropyrum-pernix	56636	Aeropyrum pernix	56636	archeobacterium	UP000002518	272557	Representative	Aeropyrum pernix	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	2024-07-15
57068-Acanthisitta-chloris-rifleman	57068	Acanthisitta chloris (rifleman)	57068	vertebrate	UP000053537	57068	Representative	Acanthisitta chloris (rifleman)	Acanthisitta chloris	2024-07-15
57282-Human-endogenous-retrovirus-H	57282	Human endogenous retrovirus H	57282	virus		57282	Orphans	Human endogenous retrovirus H		2024-07-15
57372-Mycoplasma-suis	57372	Mycoplasma suis	57372	bacterium	UP000007484	768700	Representative	Mycoplasma suis	Mycoplasma suis (strain Illinois)	2024-07-15
57667-Simian-Human-immunodeficiency-virus-SIV_HIV	57667	Simian-Human immunodeficiency virus (SIV/HIV)	57667	virus	UP000157732	57667	Representative	Simian-Human immunodeficiency virus (SIV/HIV)	Simian-Human immunodeficiency virus	2024-07-15
57975-Burkholderia-thailandensis	57975	Burkholderia thailandensis	57975	bacterium	UP000019264	1249663	Other	Burkholderia thailandensis	Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CCUG 48851 / CIP 106301 / E264)	2024-07-15
58216-Loxosceles-gaucho	58216	Loxosceles gaucho	58216	other-eukaryote		58216	Orphans	Loxosceles gaucho	Loxosceles gaucho	2024-07-15
58217-Loxosceles-laeta	58217	Loxosceles laeta	58217	other-eukaryote		58217	Orphans	Loxosceles laeta	Loxosceles laeta	2024-07-15
58218-Loxosceles-intermedia	58218	Loxosceles intermedia	58218	other-eukaryote		58218	Orphans	Loxosceles intermedia	Loxosceles intermedia	2024-07-15
58291-Rhizopus-microsporus	58291	Rhizopus microsporus	58291	other-eukaryote	UP000242254	1340429	Representative	Rhizopus microsporus	Rhizopus microsporus ATCC 52813	2024-07-15
58866-Secale-strictum	58866	Secale strictum	37731	plant		58866	Orphans	Secale strictum	Secale strictum	2024-07-15
58933-Triticum-spelta-spelt	58933	Triticum spelta (spelt)	279889	plant		58933	Orphans	Triticum spelta (spelt)	Triticum spelta	2024-07-15
59241-Streptococcus-phage-Dp-1-Bacteriophage-Dp-1	59241	Streptococcus phage Dp-1 (Bacteriophage Dp-1)	59241	virus	UP000008920	59241	Representative	Streptococcus phage Dp-1 (Bacteriophage Dp-1)	Pneumococcus phage Dp-1	2024-07-15
59300-Getah-virus	59300	Getah virus	59300, 10003036	virus	UP000008625	59300	Other	Getah virus	Getah virus	2024-07-15
59301-Mayaro-virus	59301	Mayaro virus	59301	virus	UP000007774	374990	Other	Mayaro virus	Mayaro virus (strain Brazil)	2024-07-15
59538-Pantholops-hodgsonii-Tibetan-antelope	59538	Pantholops hodgsonii (Tibetan antelope)	59538	vertebrate		59538	Orphans	Pantholops hodgsonii (Tibetan antelope)	Pantholops hodgsonii	2024-07-15
59729-Taeniopygia-guttata-zebra-finch	59729	Taeniopygia guttata (zebra finch)	59729	vertebrate	UP000007754	59729	Representative	Taeniopygia guttata (zebra finch)	Taeniopygia guttata	2024-07-15
59779-Paracoccus-marcusii	59779	Paracoccus marcusii	59779	bacterium	UP000308834	59779	Other	Paracoccus marcusii	Paracoccus marcusii	2024-07-15
59799-Angomonas-deanei	59799	Angomonas deanei	59799	other-eukaryote	UP000515908	59799	Representative	Angomonas deanei	Angomonas deanei	2024-07-15
60189-Rhipicephalus-decoloratus	60189	Rhipicephalus decoloratus	60189	other-eukaryote		60189	Orphans	Rhipicephalus decoloratus	Rhipicephalus decoloratus	2024-07-15
60217-Shewanella-violacea	60217	Shewanella violacea	60217	bacterium	UP000002350	637905	Representative	Shewanella violacea	Shewanella violacea (strain JCM 10179 / CIP 106290 / LMG 19151 / DSS12)	2024-07-15
60552-Burkholderia-vietnamiensis	60552	Burkholderia vietnamiensis	60552, 269482	bacterium	UP000002287	269482	Other	Burkholderia vietnamiensis	Burkholderia vietnamiensis (strain G4 / LMG 22486)	2024-07-15
60876-Pixuna-virus-Venezuelan-equine-encephalitis-virus-IV	60876	Pixuna virus (Venezuelan equine encephalitis virus IV)	60876	virus	UP000101231	60876	Other	Pixuna virus (Venezuelan equine encephalitis virus IV)	Pixuna virus	2024-07-15
60879-Cabassou-virus	60879	Cabassou virus	60879	virus	UP000115220	60879	Other	Cabassou virus	Cabassou virus	2024-07-15
60893-Desulfobacca-acetoxidans	60893	Desulfobacca acetoxidans	60893	bacterium	UP000000483	880072	Representative	Desulfobacca acetoxidans	Desulfobacca acetoxidans (strain ATCC 700848 / DSM 11109 / ASRB2)	2024-07-15
61435-Dehalococcoides-mccartyi	61435	Dehalococcoides mccartyi	243164	bacterium	UP000002506	311424	Representative	Dehalococcoides mccartyi	Dehalococcoides mccartyi (strain VS)	2024-07-15
61466-Gnathostoma-binucleatum	61466	Gnathostoma binucleatum	61466	other-eukaryote		61466	Orphans	Gnathostoma binucleatum	Gnathostoma binucleatum	2024-07-15
62319-Halococcus-saccharolyticus	62319	Halococcus saccharolyticus	62319	archeobacterium	UP000011669	1227455	Representative	Halococcus saccharolyticus	Halococcus saccharolyticus DSM 5350	2024-07-15
62322-Shewanella-baltica	62322	Shewanella baltica	62322, 325240	bacterium	UP000001557	325240	Other	Shewanella baltica	Shewanella baltica (strain OS155 / ATCC BAA-1091)	2024-07-15
62330-Fagopyrum-tataricum-Kangra-buckwheat	62330	Fagopyrum tataricum (Kangra buckwheat)	62330	plant		62330	Orphans	Fagopyrum tataricum (Kangra buckwheat)	Fagopyrum tataricum	2024-07-15
63363-Aquifex-aeolicus	63363	Aquifex aeolicus	63363, 224324	bacterium	UP000000798	224324	Representative	Aquifex aeolicus	Aquifex aeolicus (strain VF5)	2024-07-15
63417-Trichophyton-verrucosum	63417	Trichophyton verrucosum	663202	other-eukaryote	UP000008383	663202	Other	Trichophyton verrucosum	Trichophyton verrucosum (strain HKI 0517)	2024-07-15
63673-Turbo-cornutus	63673	Turbo cornutus	63673	other-eukaryote		63673	Orphans	Turbo cornutus	Turbo cornutus	2024-07-15
64320-Zika-virus	64320	Zika virus	64320, 2043570, 2316109, 10002180, 10002181, 10002183, 10002188, 10002190, 10002301, 10002317, 10002858	virus	UP000054557	64320	Representative	Zika virus	Zika virus	2024-07-15
64495-Rhizopus-arrhizus	64495	Rhizopus arrhizus	64495	other-eukaryote	UP000716291	64495	Representative	Rhizopus arrhizus	Rhizopus oryzae	2024-07-15
67294-Streptomyces-filamentosus-Streptomyces-roseisporus	67294	Streptomyces filamentosus (Streptomyces roseisporus)	67294	bacterium	UP000632849	67294	Representative	Streptomyces filamentosus (Streptomyces roseisporus)	Streptomyces filamentosus	2024-07-15
67351-Streptomyces-californicus-Streptomyces-floridensis	67351	Streptomyces californicus (Streptomyces floridensis)	67351	bacterium	UP000598054	67351	Other	Streptomyces californicus (Streptomyces floridensis)	Streptomyces californicus	2024-07-15
68825-Rasamsonia-emersonii	68825	Rasamsonia emersonii	68825	other-eukaryote	UP000053958	1408163	Representative	Rasamsonia emersonii	Rasamsonia emersonii CBS 393.64	2024-07-15
