Species Key	Species ID	Species Label	Active Taxa	Group	Proteome Type	Proteome ID	Proteome Organism ID	Proteome Label	Proteome Link	Updated
46835-Fasciola-gigantica	46835	Fasciola gigantica	46835	other-eukaryote	Reference	UP000316759		Fasciola gigantica (Giant liver fluke)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000316759	2023-07-14
46920-Rio-Mamore-hantavirus-Rio-Mamore-virus	46920	Rio Mamore hantavirus (Rio Mamore virus)	46920, 379963	virus	Non-Redundant	UP000125085		Rio Mamore hantavirus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000125085	2023-07-14
47000-Equine-rhinitis-A-virus-Equine-Rhinovirus-type-1	47000	Equine rhinitis A virus (Equine Rhinovirus type 1)	47000, 10000835	virus	Non-Redundant	UP000100919		Equine rhinitis A virus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000100919	2023-07-14
47308-Neogobius-melanostomus-round-goby	47308	Neogobius melanostomus (round goby)	47308	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:47308	2023-09-01
47466-Borrelia-miyamotoi	47466	Borrelia miyamotoi	47466, 1292392, 1302858	bacterium	Non-Redundant	UP000176410		Borrelia miyamotoi (Strain: CT13-2396)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000176410	2023-07-14
47678-Bacteroides-caccae	47678	Bacteroides caccae	47678	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:47678	2023-09-01
47770-Lactobacillus-crispatus	47770	Lactobacillus crispatus	47770, 679188	bacterium	Non-Redundant	UP000002371		Lactobacillus crispatus (strain ST1) (Strain: ST1)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002371	2023-07-14
47845-Brachybacterium-alimentarium	47845	Brachybacterium alimentarium	47845	bacterium	Reference	UP000218598	47845	Brachybacterium alimentarium (Strain: 341_9)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000218598	2023-07-14
47877-Pseudomonas-amygdali	47877	Pseudomonas amygdali	129138, 10001698, 10001700	bacterium	Non-Redundant	UP000271097		Pseudomonas amygdali pv. ulmi (Strain: ICMP 5931)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000271097	2023-07-14
47985-Grapevine-leafroll-associated-virus-1	47985	Grapevine leafroll-associated virus 1	47985	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:47985	2023-09-01
48216-Echinostoma-hortense	48216	Echinostoma hortense	48216	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:48216	2023-09-01
48483-Reclinomonas-americana	48483	Reclinomonas americana	48483	other-eukaryote	Orphans		48483	Reclinomonas americana	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:48483	2023-09-01
48935-Novosphingobium-aromaticivorans	48935	Novosphingobium aromaticivorans	48935	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:48935	2023-09-01
49011-Hesperocyparis-arizonica	49011	Hesperocyparis arizonica	49011	plant	Allergen	Allergen_49011		Hesperocyparis arizonica	https://rest.uniprot.org/uniprotkb/search?query=Q9SCG9	2023-07-14
49266-Fucus-vesiculosus	49266	Fucus vesiculosus	49266	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:49266	2023-09-01
49318-Secale-cereale-x-Triticum-aestivum-octaploid-triticale	49318	Secale cereale x Triticum aestivum (octaploid triticale)	49318	plant					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:49318	2023-09-01
49338-Desulfitobacterium-hafniense	49338	Desulfitobacterium hafniense	272564	bacterium	Reference	UP000001946		Desulfitobacterium hafniense (strain Y51) (Strain: Y51)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001946	2023-07-14
49511-Piper-longum	49511	Piper longum	49511	plant	Unreviewed	Unrev_49511		Piper longum	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:49511	2023-07-14
49797-Baptisia-tinctoria-horseflyweed	49797	Baptisia tinctoria (horseflyweed)	49797	plant					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:49797	2023-09-01
49827-Glycyrrhiza-glabra	49827	Glycyrrhiza glabra	49827	plant					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:49827	2023-09-01
51022-Ancylostoma-duodenale	51022	Ancylostoma duodenale	51022	other-eukaryote	Reference	UP000054047		Ancylostoma duodenale (Strain: Zhejiang)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000054047	2023-07-14
51031-Necator-americanus-New-World-hookworm	51031	Necator americanus (New World hookworm)	51031	other-eukaryote	Reference	UP000053676		Necator americanus (Human hookworm)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000053676	2023-07-14
51240-Juglans-regia-English-walnut	51240	Juglans regia (English walnut)	51240	plant	Reference	UP000235220		Juglans regia (English walnut) (Strain: cv. Chandler)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000235220	2023-07-14
51680-Ribgrass-mosaic-virus	51680	Ribgrass mosaic virus	51680	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:51680	2023-09-01
52299-Rudbeckia-hirta	52299	Rudbeckia hirta	52299	plant					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:52299	2023-09-01
52769-Actinomyces-gerencseriae	52769	Actinomyces gerencseriae	52769	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:52769	2023-09-01
53182-Feline-foamy-virus-Feline-syncytial-virus	53182	Feline foamy virus (Feline syncytial virus)	53182	virus	Reference	UP000008763		Feline foamy virus (FFV) (Feline syncytial virus)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008763	2023-07-14
53326-Ancylostoma-ceylanicum	53326	Ancylostoma ceylanicum	53326	other-eukaryote	Reference	UP000024635		Ancylostoma ceylanicum (Strain: HY135)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000024635	2023-07-14
53432-Nocardia-uniformis	53432	Nocardia uniformis	96045	bacterium	Unreviewed	Unrev_53432		Nocardia uniformis	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:53432	2023-07-14
53749-Echinacea-pallida	53749	Echinacea pallida	53749	plant					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:53749	2023-09-01
53751-Echinacea-purpurea	53751	Echinacea purpurea	53751	plant	Unreviewed	Unrev_53751		Echinacea purpurea	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:53751	2023-07-14
54390-Micrurus-corallinus-painted-coral-snake	54390	Micrurus corallinus (painted coral snake)	54390	vertebrate	Orphans		54390	Micrurus corallinus	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:54390	2023-09-01
54563-Rutilus-frisii-Black-Sea-roach	54563	Rutilus frisii (Black Sea roach)	54563	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:54563	2023-09-01
54736-Salmonella-bongori	54736	Salmonella bongori	54736	bacterium	Reference	UP000272087		Salmonella bongori (Strain: NCTC12419)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000272087	2023-07-14
54766-Cloning-vector-pGEX-6P-3	54766	Cloning vector pGEX-6P-3	54766	other					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:54766	2023-09-01
55194-Malassezia-furfur-Pityriasis-Tinea-versicolor-infection-agent	55194	Malassezia furfur (Pityriasis (Tinea) versicolor infection agent)	55194	other-eukaryote	Allergen	Allergen_55194	55194	Malassezia furfur (Pityriasis (Tinea) versicolor infection agent)	https://rest.uniprot.org/uniprotkb/search?query=P56577+OR+Q9Y750+OR+P56578	2023-07-14
55429-Megathura-crenulata	55429	Megathura crenulata	55429	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:55429	2023-09-01
55513-Pistacia-vera-pistachio	55513	Pistacia vera (pistachio)	55513	plant	Allergen	Allergen_55513	55513	Pistacia vera (pistachio)	https://rest.uniprot.org/uniprotkb/search?query=B7SLJ1+OR+B7P073+OR+B7P074+OR+B2BDZ8+OR+B7P072+OR+B4X640	2023-07-14
55518-Magnetospirillum-gryphiswaldense	55518	Magnetospirillum gryphiswaldense	431944	bacterium	Reference	UP000018922		Magnetospirillum gryphiswaldense (strain DSM 6361 / JCM 21280 / NBRC 15271 / MSR-1) (Strain: DSM 6361 / JCM 21280 / NBRC 15271 / MSR-1)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000018922	2023-07-14
55521-Rapana-venosa-veined-rapa-whelk	55521	Rapana venosa (veined rapa whelk)	55521	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:55521	2023-09-01
55601-Vibrio-anguillarum	55601	Vibrio anguillarum	55601	bacterium	Non-Redundant	UP000006800		Vibrio anguillarum (strain ATCC 68554 / 775) (Listonella anguillarum) (Strain: ATCC 68554 / 775)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000006800	2023-07-14
55635-Inula-helenium-elecampane	55635	Inula helenium (elecampane)	55635	plant					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:55635	2023-09-01
55883-Mycobacterium-avium-intracellulare	55883	Mycobacterium avium-intracellulare	55883	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:55883	2023-09-01
55951-Grapevine-leafroll-associated-virus-3-Grape-leafroll-associated-virus-3	55951	Grapevine leafroll-associated virus 3 (Grape leafroll-associated virus-3)	55951	virus	Reference	UP000006707		Grapevine leafroll-associated virus 3 (isolate United States/NY1) (GLRaV-3) (Grapevine leafroll-associated closterovirus (isolate 109)) (Strain: Isolate United States/NY1)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000006707	2023-07-14
56448-Xanthomonas-arboricola	56448	Xanthomonas arboricola	56448	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:56448	2023-09-01
56636-Aeropyrum-pernix	56636	Aeropyrum pernix	56636, 272557	archeobacterium	Reference	UP000002518		Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) (Strain: ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002518	2023-07-14
56665-Fusarium-kyushuense	56665	Fusarium kyushuense	56665	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:56665	2023-09-01
57068-Acanthisitta-chloris-rifleman	57068	Acanthisitta chloris (rifleman)	57068	vertebrate	Reference	UP000053537		Acanthisitta chloris (rifleman)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000053537	2023-07-14
57078-Dicrocoelium-dendriticum	57078	Dicrocoelium dendriticum	57078	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:57078	2023-09-01
57282-Human-endogenous-retrovirus-H	57282	Human endogenous retrovirus H	57282, 129526	virus						2023-07-14
57372-Mycoplasma-suis	57372	Mycoplasma suis	57372	bacterium	Reference	UP000007484		Mycoplasma suis (strain Illinois) (Strain: Illinois)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007484	2023-07-14
57667-Simian-Human-immunodeficiency-virus-SIV_HIV	57667	Simian-Human immunodeficiency virus (SIV/HIV)	57667	virus	Non-Redundant	UP000162342		Simian-Human immunodeficiency virus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000162342	2023-07-14
57865-Gymnocephalus-cernua-ruffe	57865	Gymnocephalus cernua (ruffe)	57865	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:57865	2023-09-01
57975-Burkholderia-thailandensis	57975	Burkholderia thailandensis	57975, 271848	bacterium	Non-Redundant	UP000001930		Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) (Strain: ATCC 700388 / DSM 13276 / CIP 106301 / E264)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001930	2023-07-14
58029-Cephalotaxus-harringtonia-Cephalotaxus-harringtonii	58029	Cephalotaxus harringtonia (Cephalotaxus harringtonii)	58029	plant					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:58029	2023-09-01
58172-Paenibacillus-sp	58172	Paenibacillus sp.	58172	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:58172	2023-09-01
58216-Loxosceles-gaucho	58216	Loxosceles gaucho	58216	other-eukaryote	Orphans		58216	Loxosceles gaucho	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:58216	2023-09-01
58217-Loxosceles-laeta	58217	Loxosceles laeta	58217	other-eukaryote	Orphans		58217	Loxosceles laeta	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:58217	2023-09-01
58218-Loxosceles-intermedia	58218	Loxosceles intermedia	58218	other-eukaryote	Orphans		58218	Loxosceles intermedia	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:58218	2023-09-01
58291-Rhizopus-microsporus	58291	Rhizopus microsporus	58291, 1340429	other-eukaryote	Reference	UP000242254		Rhizopus microsporus ATCC 52813 (Strain: ATCC 52813)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000242254	2023-07-14
58866-Secale-strictum	58866	Secale strictum	37731	plant	Orphans		58866	Secale strictum	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:58866	2023-09-01
58933-Triticum-spelta-spelt	58933	Triticum spelta (spelt)	279889	plant	Unreviewed	Unrev_58933		Triticum spelta (spelt)	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:58933	2023-07-14
59264-Toxascaris-leonina	59264	Toxascaris leonina	59264	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:59264	2023-09-01
59300-Getah-virus	59300	Getah virus	59300	virus	Non-Redundant	UP000008625		Getah virus (GETV)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008625	2023-07-14
59301-Mayaro-virus	59301	Mayaro virus	59301, 374990	virus	Non-Redundant	UP000118704		Mayaro virus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000118704	2023-07-14
59304-Una-virus	59304	Una virus	59304	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:59304	2023-09-01
59305-Bebaru-virus	59305	Bebaru virus	59305	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:59305	2023-09-01
59538-Pantholops-hodgsonii-Tibetan-antelope	59538	Pantholops hodgsonii (Tibetan antelope)	59538	vertebrate	Orphans		59538	Pantholops hodgsonii	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:59538	2023-09-01
59729-Taeniopygia-guttata-zebra-finch	59729	Taeniopygia guttata (zebra finch)	59729	vertebrate	Reference	UP000007754		Taeniopygia guttata (Zebra finch) (Poephila guttata)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007754	2023-07-14
59779-Paracoccus-marcusii	59779	Paracoccus marcusii	59779	bacterium	Non-Redundant	UP000423204	59779	Paracoccus marcusii (Strain: KGP)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000423204	2023-07-14
59799-Angomonas-deanei	59799	Angomonas deanei	59799	other-eukaryote	Reference	UP000015341		Angomonas deanei	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000015341	2023-07-14
59823-Prevotella-sp	59823	Prevotella sp.	59823	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:59823	2023-09-01
60189-Rhipicephalus-decoloratus	60189	Rhipicephalus decoloratus	60189	other-eukaryote	Unreviewed	Unrev_60189		Rhipicephalus decoloratus	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:60189	2023-07-14
60217-Shewanella-violacea	60217	Shewanella violacea	60217	bacterium	Reference	UP000002350		Shewanella violacea (strain JCM 10179 / CIP 106290 / LMG 19151 / DSS12) (Strain: JCM 10179 / CIP 106290 / LMG 19151 / DSS12)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002350	2023-07-14
60516-Dibothriocephalus-latus-broad-fish-tapeworm	60516	Dibothriocephalus latus (broad fish tapeworm)	60516	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:60516	2023-09-01
60552-Burkholderia-vietnamiensis	60552	Burkholderia vietnamiensis	60552, 269482	bacterium	Non-Redundant	UP000248130		Burkholderia vietnamiensis (Strain: RS1)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000248130	2023-07-14
60710-Chlorocebus-pygerythrus-vervet-monkey	60710	Chlorocebus pygerythrus (vervet monkey)	60710	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:60710	2023-09-01
60711-Chlorocebus-sabaeus-green-monkey	60711	Chlorocebus sabaeus (green monkey)	60711	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:60711	2023-09-01
60876-Pixuna-virus-Venezuelan-equine-encephalitis-virus-IV	60876	Pixuna virus (Venezuelan equine encephalitis virus IV)	60876	virus	Non-Redundant	UP000101231		Pixuna virus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000101231	2023-07-14
60879-Cabassou-virus	60879	Cabassou virus	60879	virus	Non-Redundant	UP000115220		Cabassou virus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000115220	2023-07-14
60893-Desulfobacca-acetoxidans	60893	Desulfobacca acetoxidans	60893	bacterium	Reference	UP000000483		Desulfobacca acetoxidans (strain ATCC 700848 / DSM 11109 / ASRB2) (Strain: ATCC 700848 / DSM 11109 / ASRB2)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000483	2023-07-14
61235-Fusarium-equiseti	61235	Fusarium equiseti	61235	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:61235	2023-09-01
61435-Dehalococcoides-mccartyi	61435	Dehalococcoides mccartyi	243164	bacterium	Reference	UP000008289		Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195) (Dehalococcoides ethenogenes (strain 195)) (Strain: ATCC BAA-2266 / KCTC 15142 / 195)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008289	2023-07-14
61466-Gnathostoma-binucleatum	61466	Gnathostoma binucleatum	61466	other-eukaryote	Unreviewed	Unrev_61466		Gnathostoma binucleatum	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:61466	2023-07-14
61842-Nematodirus-helvetianus	61842	Nematodirus helvetianus	61842	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:61842	2023-09-01
62080-Toxocara-vitulorum	62080	Toxocara vitulorum	62080	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:62080	2023-09-01
62088-Borreliella-valaisiana	62088	Borreliella valaisiana	62088	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:62088	2023-09-01
62319-Halococcus-saccharolyticus	62319	Halococcus saccharolyticus	62319	archeobacterium	Reference	UP000011669		Halococcus saccharolyticus DSM 5350 (Strain: DSM 5350)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000011669	2023-07-14
62322-Shewanella-baltica	62322	Shewanella baltica	62322, 325240	bacterium	Non-Redundant	UP000001557		Shewanella baltica (strain OS155 / ATCC BAA-1091) (Strain: OS155 / ATCC BAA-1091)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001557	2023-07-14
62330-Fagopyrum-tataricum-Kangra-buckwheat	62330	Fagopyrum tataricum (Kangra buckwheat)	62330	plant	Allergen	Allergen_62330		Fagopyrum tataricum (Kangra buckwheat)	https://rest.uniprot.org/uniprotkb/search?query=E9NX73	2023-07-14
