Unnamed: 0	Organism ID	Organism Name	Accession	Protein Name	Parent Database	Parent Accession	Parent Name	Unnamed: 7	Unnamed: 8	Unnamed: 9	Accession Gene
1350	9606	Homo sapiens (human)	SRC602012	enhancer of zeste homolog 2	UniProt	Q15910	Histone-lysine N-methyltransferase EZH2				EZH2
1351	85708	Porcine circovirus 2 (Porcine circovirus Type II)	SRC280020	Capsid protein	UniProt	Q5QHY2	27.9 kDa capsid protein				Cap
1352	11320	Influenza A virus	ACN72646.1	hemagglutinin	UniProt	P03452	Hemagglutinin				HA
1353	11320	"Influenza A virus
"	ACD47243.1	hemagglutinin	UniProt	P03452	Hemagglutinin				HA
1354	11320	Influenza A virus	AEB66665.1	hemagglutinin	UniProt	P03452	Hemagglutinin				HA
1355	11320	Influenza A virus	ALA50331.1	hemagglutinin	UniProt	P03452	Hemagglutinin				HA
1356	11320	Influenza A virus	AAA43314.1	matrix protein	UniProt	P03485	Matrix protein 1				M
1357	11320	Influenza A virus	ADI49812.1	matrix protein 1	UniProt	P03485	Matrix protein 1				M
1358	11320	Influenza A virus	ADU85848.1	matrix protein 1	UniProt	P03485	Matrix protein 1				M
1359	11320	Influenza A virus	AEN68979.1	matrix protein 1	UniProt	P03485	Matrix protein 1				M
1360	11320	Influenza A virus	Q8QLX6	Matrix protein 1	UniProt	P03485	Matrix protein 1				M
1361	11320	Influenza A virus	ABW06379.1	matrix protein 2	UniProt	P06821	Matrix protein 2				M
1362	11320	Influenza A virus	ACR09350.1	matrix protein 2	UniProt	P06821	Matrix protein 2				M
1363	11320	Influenza A virus	AHF20526.1	matrix protein 2	UniProt	P06821	Matrix protein 2				M
1364	9606	Homo sapiens (human)	SRC566470	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1
"	UniProt	Q4KWH8	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1				PLCH1
1365	9606	Homo sapiens (human)	SRC566502	"28S ribosomal protein S31, mitochondrial
"	UniProt	Q92665	28S ribosomal protein S31, mitochondrial				MRPS31
1366	9606	Homo sapiens (human)	SRC566511	"7SK snRNA methylphosphate capping enzyme
"	UniProt	Q7L2J0	7SK snRNA methylphosphate capping enzyme				MEPCE
1367	9606	Homo sapiens (human)	SRC566368	A disintegrin and metalloproteinase with thrombospondin motifs 6	UniProt	Q9UKP5	A disintegrin and metalloproteinase with thrombospondin motifs 6				ADAMTS6
1368	9606	Homo sapiens (human)	SRC566493	A disintegrin and metalloproteinase with thrombospondin motifs 7	UniProt	Q9UKP4	A disintegrin and metalloproteinase with thrombospondin motifs 7				ADAMTS7
1369	9606	Homo sapiens (human)	SRC566298	Activin receptor type-1B	UniProt	P36896	Activin receptor type-1B				ACVR1B
1370	9606	Homo sapiens (human)	SRC566426	Acyl-coenzyme A synthetase ACSM1, mitochondrial	UniProt	Q08AH1	Acyl-coenzyme A synthetase ACSM1, mitochondrial				ACSM1
1371	9606	Homo sapiens (human)	SRC620035	Acyl-coenzyme A synthetase ACSM2A	UniProt	Q08AH3	Acyl-coenzyme A synthetase ACSM2A, mitochondrial				ACSM2A
1372	9606	Homo sapiens (human)	SRC565607	Adenomatosis Polyposis Coli	UniProt	Q8J025	Protein APCDD1				APCDD1
1373	9606	Homo sapiens (human)	SRC566471	Adenosine 3'-phospho 5'-phosphosulfate transporter 2	UniProt	Q9H1N7	Adenosine 3'-phospho 5'-phosphosulfate transporter 2				SLC35B3
1374	9606	Homo sapiens (human)	SRC565609	Adiponectin receptor 2	UniProt	Q86V24	Adiponectin receptor protein 2				ADIPOR2
1375	9606	Homo sapiens (human)	SRC566290	Androgen receptor	UniProt	P10275	Androgen receptor				AR
1376	9606	Homo sapiens (human)	SRC566362	Angiopoietin-related protein 4	UniProt	Q9BY76	Angiopoietin-related protein 4 				ANGPTL4
1377	9606	Homo sapiens (human)	SRC565608	Ankyrin repeat domain containing protein 37	UniProt	Q7Z713	Ankyrin repeat domain-containing protein 37				ANKRD37
1378	9606	Homo sapiens (human)	SRC566374	Anoctamin-6	UniProt	Q4KMQ2	Anoctamin-6				ANO6
1379	9606	Homo sapiens (human)	SRC566376	APC membrane recruitment protein 1	UniProt	Q5JTC6	APC membrane recruitment protein 1				AMER1
1380	9606	Homo sapiens (human)	SRC594735	Aryl hydrocarbon receptor nuclear translocator 2	UniProt	Q9HBZ2	Aryl hydrocarbon receptor nuclear translocator 2				ARNT2
1381	9606	Homo sapiens (human)	SRC566441	ATPase family AAA domain-containing protein 3B	UniProt	Q5T9A4	ATPase family AAA domain-containing protein 3B				ATAD3B
1382	9606	Homo sapiens (human)	SRC566336	B-cell CLL/lymphoma 9-like protein	UniProt	Q86UU0	B-cell CLL/lymphoma 9-like protein				BCL9L
1383	9606	Homo sapiens (human)	SRC566367	B-cell receptor CD22	UniProt	P20273	B-cell receptor CD22				CD22
1384	9606	Homo sapiens (human)	SRC566296	Bcl-2-associated transcription factor 1	UniProt	Q9NYF8	Bcl-2-associated transcription factor 1				BCLAF1
1385	9606	Homo sapiens (human)	SRC566477	Breakpoint cluster region protein	UniProt	P11274	Breakpoint cluster region protein				BCR
1386	9606	Homo sapiens (human)	SRC566444	breast cancer metastasis suppressor 1, isoform CRA_a	UniProt	Q9HCU9	Breast cancer metastasis-suppressor 1				BRMS1
1387	9606	Homo sapiens (human)	SRC566488	Calpain-15	UniProt	O75808	Calpain-15				CAPN15
1388	9606	Homo sapiens (human)	SRC566435	Calreticulin-3	UniProt	Q96L12	Calreticulin-3 				CALR3
1389	9606	Homo sapiens (human)	SRC566448	Cathepsin O	UniProt	P43234	Cathepsin O				CTSO
1390	9606	Homo sapiens (human)	SRC566396	Cationic amino acid transporter 2	UniProt	P52569	Cationic amino acid transporter 2				SLC7A2
1391	9606	Homo sapiens (human)	SRC541537	CEA cell adhesion molecule 18	UniProt	A8MTB9	Carcinoembryonic antigen-related cell adhesion molecule 18				CEACAM18
1392	9606	Homo sapiens (human)	SRC566327	Centrosomal protein 43	UniProt	O95684	Centrosomal protein 43				CEP43
1393	9606	Homo sapiens (human)	SRC566484	Centrosomal protein of 76 kDa	UniProt	Q8TAP6	Centrosomal protein of 76 kDa				CEP76
1394	9606	Homo sapiens (human)	SRC566500	Centrosome and spindle pole-associated protein 1	UniProt	Q1MSJ5	Centrosome and spindle pole-associated protein 1 				CSPP1
1395	9606	Homo sapiens (human)	SRC566407	Chromodomain-helicase-DNA-binding protein 7	UniProt	Q9P2D1	Chromodomain-helicase-DNA-binding protein 7				CHD7
1396	9606	Homo sapiens (human)	SRC566504	Chromodomain-helicase-DNA-binding protein 9	UniProt	Q3L8U1	Chromodomain-helicase-DNA-binding protein 9				CHD9
1397	9606	Homo sapiens (human)	SRC566417	Citron Rho-interacting kinase	UniProt	O14578	Citron Rho-interacting kinase				CIT
1398	9606	Homo sapiens (human)	SRC566526	Cleavage stimulation factor subunit 1	UniProt	Q05048	Cleavage stimulation factor subunit 1				CSTF1
1399	9606	Homo sapiens (human)	SRC566357	Coiled-coil domain-containing protein 186	UniProt	Q7Z3E2	Coiled-coil domain-containing protein 186				CCDC186
1400	9606	Homo sapiens (human)	SRC566457	Collagen alpha-1(XXII) chain	UniProt	Q8NFW1	Collagen alpha-1(XXII) chain				COL22A1
1401	9606	Homo sapiens (human)	SRC566304	Connector enhancer of kinase suppressor of ras 2	UniProt	Q8WXI2	Connector enhancer of kinase suppressor of ras 2				CNKSR2
1402	9606	Homo sapiens (human)	SRC566476	Contactin-1	UniProt	Q12860	Contactin-1				CNTN1
1403	9606	Homo sapiens (human)	SRC566468	Contactin-associated protein-like 3	UniProt	Q9BZ76	Contactin-associated protein-like 3				CNTNAP3
1404	9606	Homo sapiens (human)	SRC594733	Contactin-associated protein-like 3B	UniProt	Q96NU0	Contactin-associated protein-like 3B				CNTNAP3B
1405	9606	Homo sapiens (human)	SRC566438	Cotranscriptional regulator FAM172A	UniProt	Q8WUF8	Cotranscriptional regulator FAM172A				FAM172A
1406	9606	Homo sapiens (human)	SRC566452	CREB-binding protein	UniProt	Q92793	CREB-binding protein				CREBBP
1407	9606	Homo sapiens (human)	SRC566291	CUGBP Elav-like family member 1	UniProt	Q92879	CUGBP Elav-like family member 1				CELF1
1408	9606	Homo sapiens (human)	SRC566483	Cyclin-C	UniProt	P24863	Cyclin-C				CCNC
1409	9606	Homo sapiens (human)	SRC566474	Cyclin-dependent kinase inhibitor 2A	UniProt	P42771	Cyclin-dependent kinase inhibitor 2A				CDKN2A
1410	9606	Homo sapiens (human)	SRC566369	Cytochrome b5 reductase 4	UniProt	Q7L1T6	Cytochrome b5 reductase 4				CYB5R4
1411	9606	Homo sapiens (human)	SRC566410	Dedicator of cytokinesis protein 1	UniProt	Q14185	Dedicator of cytokinesis protein 1				DOCK1
1412	9606	Homo sapiens (human)	SRC566378	DNA repair protein REV1	UniProt	Q9UBZ9	DNA repair protein REV1				REV1
1413	9606	Homo sapiens (human)	SRC566326	DNA topoisomerase 2-beta	UniProt	Q02880	DNA topoisomerase 2-beta				TOP2B
1414	9606	Homo sapiens (human)	SRC566475	DnaJ homolog subfamily B member 12	UniProt	Q9NXW2	DnaJ homolog subfamily B member 12				DNAJB12
1415	9606	Homo sapiens (human)	SRC566479	DnaJ homolog subfamily C member 15, MCJ	UniProt	Q9Y5T4	DnaJ homolog subfamily C member 15				DNAJC15
1416	9606	Homo sapiens (human)	SRC566465	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	UniProt	Q8TCJ2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B				STT3B
1417	9606	Homo sapiens (human)	SRC566525	Dynein axonemal assembly factor 9	UniProt	Q5TEA3	Dynein axonemal assembly factor 9				DNAAF9
1418	9606	Homo sapiens (human)	SRC566433	E3 ubiquitin-protein ligase HECTD3	UniProt	Q5T447	E3 ubiquitin-protein ligase HECTD3				HECTD3
1419	9606	Homo sapiens (human)	SRC566373	E3 ubiquitin-protein ligase MIB2	UniProt	Q96AX9	E3 ubiquitin-protein ligase MIB2				MIB2
1420	9606	Homo sapiens (human)	SRC566451	E3 ubiquitin-protein ligase NEURL1	UniProt	O76050	E3 ubiquitin-protein ligase NEURL1				NEURL1
1421	9606	Homo sapiens (human)	SRC566403	E3 ubiquitin-protein ligase RNF43	UniProt	Q68DV7	E3 ubiquitin-protein ligase RNF43				RNF43
1422	9606	Homo sapiens (human)	SRC594741	E3 ubiquitin-protein ligase UBR2	UniProt	Q8IWV8	E3 ubiquitin-protein ligase UBR2				UBR2
1423	9606	Homo sapiens (human)	SRC566349	E3 ubiquitin-protein ligase ZNRF3	UniProt	Q9ULT6	E3 ubiquitin-protein ligase ZNRF3				ZNRF3
1424	9606	Homo sapiens (human)	SRC566481	EF-hand calcium-binding domain-containing protein 6	UniProt	Q5THR3	EF-hand calcium-binding domain-containing protein 6				EFCAB6
1425	9606	Homo sapiens (human)	SRC566328	Elongation factor Ts, mitochondrial	UniProt	P43897	Elongation factor Ts, mitochondrial				TSFM
1426	9606	Homo sapiens (human)	SRC566440	Epithelial discoidin domain-containing receptor 1	UniProt	Q08345	Epithelial discoidin domain-containing receptor 1				DDR1
1427	9606	Homo sapiens (human)	SRC566528	Ethylmalonyl-CoA decarboxylase	UniProt	Q9NTX5	Ethylmalonyl-CoA decarboxylase				ECHDC1
1428	9606	Homo sapiens (human)	SRC566501	ETS-related transcription factor Elf-3	UniProt	P78545	ETS-related transcription factor Elf-3				ELF3
1429	9606	Homo sapiens (human)	SRC566437	Eukaryotic translation initiation factor 4 gamma 1	UniProt	Q04637	Eukaryotic translation initiation factor 4 gamma 1				EIF4G1
1430	9606	Homo sapiens (human)	SRC566372	Exocyst complex component 6B	UniProt	Q9Y2D4	Exocyst complex component 6B				EXOC6B
1431	9606	Homo sapiens (human)	SRC566449	Exportin-7	UniProt	Q9UIA9	Exportin-7				XPO7
1432	9606	Homo sapiens (human)	SRC566355	Fanconi anemia group M protein	UniProt	Q8IYD8	Fanconi anemia group M protein				FANCM
1433	9606	Homo sapiens (human)	SRC566520	F-box only protein 30	UniProt	Q8TB52	F-box only protein 30				FBXO30
1434	9606	Homo sapiens (human)	SRC566436	Fibrous sheath-interacting protein 2	UniProt	Q5CZC0	Fibrous sheath-interacting protein 2				FSIP2
1435	9606	Homo sapiens (human)	SRC566305	Folliculin	UniProt	Q8NFG4	Folliculin				FLCN
1436	9606	Homo sapiens (human)	SRC566315	FRAS1-related extracellular matrix protein 2	UniProt	Q5SZK8	FRAS1-related extracellular matrix protein 2				FREM2
1437	9606	Homo sapiens (human)	SRC566510	FRAS1-related extracellular matrix protein 3	UniProt	P0C091	FRAS1-related extracellular matrix protein 3				FREM3
1438	9606	Homo sapiens (human)	SRC566463	FYVE, RhoGEF and PH domain-containing protein 1	UniProt	P98174	FYVE, RhoGEF and PH domain-containing protein 1 				FGD1
1439	9606	Homo sapiens (human)	SRC590682	gametogenetin-binding protein 2	UniProt	Q9H3C7	Gametogenetin-binding protein 2				GGNBP2
1440	9606	Homo sapiens (human)	SRC566299	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 	UniProt	Q06210	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1				GFPT1
1441	9606	Homo sapiens (human)	SRC566455	G-protein coupled receptor 15	UniProt	P49685	G-protein coupled receptor 15				GPR15
1442	9606	Homo sapiens (human)	SRC566350	GRB10-interacting GYF protein 1	UniProt	O75420	GRB10-interacting GYF protein 1				GIGYF1
1443	9606	Homo sapiens (human)	SRC566414	Guanylate-binding protein 3	UniProt	Q9H0R5	Guanylate-binding protein 3				GBP3
1444	9606	Homo sapiens (human)	SRC566503	HEAT repeat-containing protein 5A	UniProt	Q86XA9	HEAT repeat-containing protein 5A 				HEATR5A
1445	9606	Homo sapiens (human)	SRC566292	Helicase SRCAP	UniProt	Q6ZRS2	Helicase SRCAP				SRCAP
1446	9606	Homo sapiens (human)	SRC566366	hepatocyte nuclear factor 1-beta	UniProt	P35680	Hepatocyte nuclear factor 1-beta				HNF1B
1447	9606	Homo sapiens (human)	SRC566466	Histone deacetylase 3	UniProt	O15379	Histone deacetylase 3				HDAC3
1448	9606	Homo sapiens (human)	SRC566430	Hyaluronidase PH-20	UniProt	P38567	Hyaluronidase PH-20				SPAM1
1449	9606	Homo sapiens (human)	SRC566322	Inactive histone-lysine N-methyltransferase 2E	UniProt	Q8IZD2	Inactive histone-lysine N-methyltransferase 2E				KMT2E
1450	9606	Homo sapiens (human)	SRC566492	Inactive tyrosine-protein kinase PRAG1	UniProt	Q86YV5	Inactive tyrosine-protein kinase PRAG1				PRAG1
1451	9606	Homo sapiens (human)	SRC566339	Interactor of HORMAD1 protein 1	UniProt	Q8IYA8	Interactor of HORMAD1 protein 1				IHO1
1452	9606	Homo sapiens (human)	SRC566415	Janus kinase and microtubule-interacting protein 3	UniProt	Q5VZ66	Janus kinase and microtubule-interacting protein 3				JAKMIP3
1453	9606	Homo sapiens (human)	SRC566497	Kelch-like protein 34	UniProt	Q8N239	Kelch-like protein 34				KLHL34
1454	9606	Homo sapiens (human)	SRC566288	Kelch-like protein 6	UniProt	Q8WZ60	Kelch-like protein 6				KLHL6
1455	9606	Homo sapiens (human)	SRC566418	Keratin, type II cytoskeletal 1	UniProt	P04264	Keratin, type II cytoskeletal 1				KRT1
1456	9606	Homo sapiens (human)	SRC566295	Keratin, type II cytoskeletal 6A	UniProt	P02538	Keratin, type II cytoskeletal 6A				KRT6A
1457	9606	Homo sapiens (human)	SRC566458	Kinesin-like protein KIFC2 	UniProt	Q96AC6	Kinesin-like protein KIFC2				KIFC2
1458	9606	Homo sapiens (human)	SRC566341	Kynureninase	UniProt	Q16719	Kynureninase				KYNU
1459	9606	Homo sapiens (human)	SRC566404	Latexin	UniProt	Q9BS40	Latexin				LXN
1460	9606	Homo sapiens (human)	SRC566514	Leucine-rich repeat serine/threonine-protein kinase 2	UniProt	Q5S007	Leucine-rich repeat serine/threonine-protein kinase 2				LRRK2
1461	9606	Homo sapiens (human)	SRC566329	Leucine-rich repeat-containing protein 63	UniProt	Q05C16	Leucine-rich repeat-containing protein 63				LRRC63
1462	9606	Homo sapiens (human)	SRC566494	Leukocyte immunoglobulin-like receptor subfamily B member 1	UniProt	Q8NHL6	Leukocyte immunoglobulin-like receptor subfamily B member 1				LILRB1
1463	9606	Homo sapiens (human)	SRC566306	Leukocyte immunoglobulin-like receptor subfamily B member 5	UniProt	O75023	Leukocyte immunoglobulin-like receptor subfamily B member 5				LILRB5
1464	9606	Homo sapiens (human)	SRC566332	Leukocyte-associated immunoglobulin-like receptor 1	UniProt	Q6GTX8	Leukocyte-associated immunoglobulin-like receptor 1				LAIR1
1465	9606	Homo sapiens (human)	SRC566287	LIM/homeobox protein Lhx9	UniProt	Q9NQ69	LIM/homeobox protein Lhx9				LHX9
1466	9606	Homo sapiens (human)	SRC566325	Low-density lipoprotein receptor-related protein 1B	UniProt	Q9NZR2	Low-density lipoprotein receptor-related protein 1B				LRP1B
1467	9606	Homo sapiens (human)	SRC607579	Luteinizing hormone choriogonadotropin receptor	UniProt	P22888	Lutropin-choriogonadotropic hormone receptor				LHCGR
1468	9606	Homo sapiens (human)	SRC566461	Lysine-specific demethylase 3B	UniProt	Q7LBC6	Lysine-specific demethylase 3B				KDM3B
1469	9606	Homo sapiens (human)	SRC566318	Lysine--tRNA ligase	UniProt	Q15046	Lysine--tRNA ligase				KARS1
1470	9606	Homo sapiens (human)	SRC566319	Macrophage-stimulating protein receptor	UniProt	Q04912	Macrophage-stimulating protein receptor				MST1R
1471	9606	Homo sapiens (human)	SRC566508	Melanoma-associated antigen B16	UniProt	A2A368	Melanoma-associated antigen B16				MAGEB16
1472	9606	Homo sapiens (human)	SRC566509	Menin	UniProt	O00255	Menin				MEN1
1473	9606	Homo sapiens (human)	SRC566523	Methionine--tRNA ligase, cytoplasmic	UniProt	P56192	Methionine--tRNA ligase, cytoplasmic				MARS1
1474	9606	Homo sapiens (human)	SRC607580	Microtubule-actin cross-linking factor 1 isoform 3	UniProt	Q9UPN3	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5				MACF1
1475	9606	Homo sapiens (human)	SRC566486	Mitochondrial import inner membrane translocase subunit Tim17-A	UniProt	Q99595	Mitochondrial import inner membrane translocase subunit Tim17-A				TIMM17A
1476	9606	Homo sapiens (human)	SRC566495	Mitochondrial ornithine transporter 2	UniProt	Q9BXI2	Mitochondrial ornithine transporter 2				SLC25A2
1477	9606	Homo sapiens (human)	SRC566522	Mitogen-activated protein kinase 9	UniProt	P45984	Mitogen-activated protein kinase 9				MAPK9
1478	9606	Homo sapiens (human)	SRC566312	Mitogen-activated protein kinase kinase kinase 21	UniProt	Q5TCX8	Mitogen-activated protein kinase kinase kinase 21				MAP3K21
1479	9606	Homo sapiens (human)	SRC566491	M-phase inducer phosphatase 1	UniProt	P30304	M-phase inducer phosphatase 1				CDC25A
1480	9606	Homo sapiens (human)	SRC566507	mRNA decay activator protein ZFP36L2	UniProt	P47974	mRNA decay activator protein ZFP36L2				ZFP36L2
1481	9606	Homo sapiens (human)	SRC566489	Mucin-16	UniProt	Q8WXI7	Mucin-16				MUC16
1482	9606	Homo sapiens (human)	SRC566423	Multiple epidermal growth factor-like domains protein 10	UniProt	Q96KG7	Multiple epidermal growth factor-like domains protein 10				MEGF10
1483	9606	Homo sapiens (human)	SRC565606	Muskelin 	UniProt	Q9UL63	Muskelin				MKLN1
1484	9606	Homo sapiens (human)	SRC566456	Myb/SANT-like DNA-binding domain-containing protein 1	UniProt	Q6ZTZ1	Myb/SANT-like DNA-binding domain-containing protein 1				MSANTD1
1485	9606	Homo sapiens (human)	SRC566419	Myomesin-1	UniProt	P52179	Myomesin-1				MYOM1
1486	9606	Homo sapiens (human)	SRC551530	Myristoylated alanine-rich C-kinase substrate	UniProt	P29966	Myristoylated alanine-rich C-kinase substrate				MARCKS
1487	9606	Homo sapiens (human)	SRC566400	Nck-associated protein 5-like	UniProt	Q9HCH0	Nck-associated protein 5-like				NCKAP5L
1488	9606	Homo sapiens (human)	SRC566348	Nebulin-related-anchoring protein	UniProt	Q86VF7	Nebulin-related-anchoring protein				NRAP
1489	9606	Homo sapiens (human)	SRC566313	Neurexin-1	UniProt	Q9ULB1	Neurexin-1				NRXN1
1490	9606	Homo sapiens (human)	SRC566402	Neurite extension and migration factor	UniProt	Q5QGS0	Neurite extension and migration factor				NEXMIF
1491	9606	Homo sapiens (human)	SRC566459	Neuroblast differentiation-associated protein AHNAK	UniProt	Q09666	Neuroblast differentiation-associated protein AHNAK				AHNAK
1492	9606	Homo sapiens (human)	SRC566527	NF-kappa-B inhibitor zeta	UniProt	Q9BYH8	NF-kappa-B inhibitor zeta				NFKBIZ
1493	9606	Homo sapiens (human)	SRC566469	Nuclear autoantigen Sp-100	UniProt	P23497	Nuclear autoantigen Sp-100				SP100
1494	9606	Homo sapiens (human)	SRC566516	Nuclear cap-binding protein subunit 3	UniProt	Q53F19	Nuclear cap-binding protein subunit 3				NCBP3
1495	9606	Homo sapiens (human)	SRC566416	Nuclear factor related to kappa-B-binding protein	UniProt	Q6P4R8	Nuclear factor related to kappa-B-binding protein				NFRKB
